Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,league,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Aleksandr Chernikov,RUS,MF,Krasnodar,24.0,27.0,23.0,1853.0,20.6,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,0.1,0.05,0.15,0.1,0.15,8.0,0.0,42.0,21.0,0.0,4.0,27.0,32.0,0.0,31.0,7.0,22.6,1.51,0.34,0.06,0.29,RU1,,,,,,,,,,,,
Nikita Chernov,RUS,DF,Spartak Moscow,28.0,8.0,4.0,428.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,11.0,1.0,0.0,0.0,5.0,3.0,0.0,3.0,1.0,33.3,0.63,0.21,0.0,0.0,RU1,,,,,,,,,,,,
Yevgeni Chernov,RUS,DF,Rostov,31.0,5.0,2.0,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,3.0,1.0,0.0,23.0,5.0,1.0,0.0,1.0,0.0,0.0,0.44,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Vasili Cherov,RUS,DF,Fakel Voronezh,28.0,1.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Artem Chistiakov,RUS,DF,Nizhny Novgorod,17.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Claudinho,BRA,MF,Zenit,27.0,16.0,15.0,1195.0,13.3,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.38,0.38,0.0,0.38,15.0,0.0,14.0,27.0,1.0,37.0,16.0,13.0,0.0,28.0,10.0,35.7,2.11,0.75,0.0,0.0,RU1,,,,,,,,,,,,
Jhon Cordoba,COL,FW,Krasnodar,31.0,25.0,25.0,2207.0,24.5,12.0,4.0,16.0,12.0,0.0,0.0,9.0,1.0,0.49,0.16,0.65,0.49,0.65,12.0,1.0,65.0,90.0,32.0,9.0,1.0,4.0,0.0,82.0,36.0,43.9,3.34,1.47,0.15,0.33,RU1,,,,,,,,,,,,
Alex Corredera,ESP,MF,FC Khimki,28.0,22.0,14.0,1303.0,14.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.8,0.0,9.0,18.0,0.0,39.0,7.0,19.0,0.0,14.0,4.0,28.6,0.97,0.28,0.0,0.0,RU1,,,,,,,,,,,,
Fernando Costanza,BRA,MF,Samara,25.0,21.0,19.0,1688.0,18.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,2.0,0.05,0.16,0.21,0.05,0.21,3.0,1.0,37.0,27.0,1.0,16.0,28.0,35.0,0.0,22.0,6.0,27.3,1.17,0.32,0.05,0.17,RU1,,,,,,,,,,,,
Justin Cuero,ECU,FW,Orenburg,20.0,7.0,0.0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,16.7,5.63,0.94,0.0,0.0,RU1,,,,,,,,,,,,
Nikola Cumic,SRB,"MF,FW",Rubin Kazan,25.0,20.0,13.0,1069.0,11.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,1.5,0.0,6.0,12.0,6.0,16.0,2.0,6.0,0.0,25.0,12.0,48.0,2.1,1.01,0.08,0.17,RU1,,,,,,,,,,,,
Marvin Cuni,ALB,FW,Rubin Kazan,23.0,10.0,4.0,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,15.0,0.0,6.0,2.0,4.0,0.0,6.0,0.0,0.0,1.18,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Mirlind Daku,ALB,FW,Rubin Kazan,26.0,26.0,26.0,2303.0,25.6,15.0,5.0,20.0,12.0,3.0,5.0,10.0,2.0,0.59,0.2,0.78,0.47,0.66,8.0,2.0,74.0,54.0,21.0,10.0,7.0,9.0,0.0,65.0,31.0,47.7,2.54,1.21,0.18,0.39,RU1,,,,,,,,,,,,
Kirill Danilin,RUS,"FW,MF",FK Akron Tolyatti,21.0,25.0,18.0,1548.0,17.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.06,0.06,0.12,0.06,0.12,0.7,1.0,33.0,28.0,6.0,87.0,9.0,20.0,0.0,23.0,9.0,39.1,1.34,0.52,0.04,0.11,RU1,,,,,,,,,,,,
Eli Dasa,ISR,DF,Dynamo Mosc,31.0,20.0,16.0,1399.0,15.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,1.0,0.0,21.0,14.0,0.0,37.0,11.0,14.0,0.0,11.0,0.0,0.0,0.71,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Moses David Cobnan,NGA,"MF,FW",Krasnodar,21.0,25.0,4.0,587.0,6.5,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.61,0.15,0.77,0.61,0.77,0.9,0.0,18.0,7.0,2.0,6.0,1.0,4.0,0.0,19.0,7.0,36.8,2.91,1.07,0.21,0.57,RU1,,,,,,,,,,,,
Victor Davila,CHI,"FW,MF",CSKA Moscow,26.0,4.0,3.0,274.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,5.5,0.0,1.0,6.0,3.0,5.0,5.0,2.0,0.0,7.0,5.0,71.4,2.3,1.64,0.0,0.0,RU1,,,,,,,,,,,,
Daniil Denisov,RUS,DF,Spartak Moscow,21.0,25.0,21.0,1818.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.05,0.05,0.0,0.05,4.0,0.0,27.0,4.0,1.0,36.0,16.0,34.0,1.0,13.0,2.0,15.4,0.64,0.1,0.0,0.0,RU1,,,,,,,,,,,,
Diego,BRA,DF,Krasnodar,25.0,28.0,28.0,2508.0,27.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.04,0.0,0.04,0.04,0.04,8.0,1.0,34.0,5.0,2.0,6.0,34.0,36.0,0.0,16.0,2.0,12.5,0.57,0.07,0.06,0.5,RU1,,,,,,,,,,,,
Bojan Dimoski,MKD,DF,FK Akron Tolyatti,22.0,9.0,9.0,760.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.0,4.0,0.0,23.0,10.0,11.0,0.0,7.0,1.0,14.3,0.83,0.12,0.0,0.0,RU1,,,,,,,,,,,,
Zaim Divanovic,MNE,MF,Akhmat Grozny,23.0,7.0,1.0,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.55,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Igor Diveev,RUS,DF,CSKA Moscow,24.0,26.0,26.0,2311.0,25.7,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.19,0.0,0.19,0.19,0.19,8.0,0.0,18.0,5.0,0.0,2.0,19.0,29.0,0.0,27.0,10.0,37.0,1.05,0.39,0.19,0.5,RU1,,,,,,,,,,,,
Arsenii Dmitriev,RUS,FW,FK Akron Tolyatti,17.0,5.0,0.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,4.56,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Igor Dmitriev,RUS,MF,Samara,20.0,22.0,8.0,798.0,8.9,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.34,0.23,0.56,0.34,0.56,1.0,0.0,12.0,14.0,7.0,16.0,4.0,10.0,0.0,21.0,10.0,47.6,2.37,1.13,0.14,0.3,RU1,,,,,,,,,,,,
Vanja Drkusic,SVN,"DF,MF",Zenit,24.0,7.0,5.0,444.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,6.0,1.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.41,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Alexis Duarte,PAR,DF,Spartak Moscow,24.0,15.0,12.0,1067.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.08,0.08,0.0,0.08,3.0,1.0,8.0,6.0,0.0,9.0,19.0,18.0,0.0,3.0,2.0,66.7,0.25,0.17,0.0,0.0,RU1,,,,,,,,,,,,
Abdulpasha Dzhabrailov,RUS,MF,D'mo Makhachkala,19.0,10.0,1.0,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,9.0,3.0,0.0,3.0,8.0,5.0,0.0,3.0,0.0,0.0,0.87,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Georgi Dzhikiya,RUS,DF,FC Khimki,30.0,17.0,16.0,1337.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,3.0,10.0,11.0,0.0,6.0,1.0,16.7,0.4,0.07,0.0,0.0,RU1,,,,,,,,,,,,
Maks Dziov,RUS,DF,Fakel Voronezh,22.0,21.0,21.0,1791.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,34.0,18.0,4.0,13.0,20.0,29.0,0.0,10.0,1.0,10.0,0.5,0.05,0.0,0.0,RU1,,,,,,,,,,,,
Artem Dzyuba,RUS,FW,FK Akron Tolyatti,35.0,22.0,20.0,1720.0,19.1,9.0,5.0,14.0,7.0,2.0,2.0,1.0,0.0,0.47,0.26,0.73,0.37,0.63,1.5,0.0,27.0,19.0,13.0,2.0,1.0,4.0,0.0,48.0,20.0,41.7,2.51,1.05,0.15,0.35,RU1,,,,,,,,,,,,
Houssem Eddine Mrezigue,ALG,MF,D'mo Makhachkala,24.0,22.0,20.0,1713.0,19.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.11,0.0,0.11,0.11,0.11,0.9,0.0,32.0,20.0,2.0,20.0,35.0,31.0,0.0,29.0,6.0,20.7,1.52,0.32,0.07,0.33,RU1,,,,,,,,,,,,
Aleksandr Ektov,RUS,"DF,MF",Krasnodar,28.0,24.0,23.0,2043.0,22.700000000000003,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.09,0.13,0.04,0.13,0.8,0.0,29.0,16.0,0.0,39.0,23.0,19.0,0.0,9.0,2.0,22.22,0.4,0.09,0.11,0.5,RU1,,,,,,,,,,,,
Abu-Said Eldarushev,RUS,FW,FK Akron Tolyatti,22.0,1.0,1.0,64.0,0.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.41,1.41,2.81,1.41,2.81,0.4,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,1.41,1.41,1.0,1.0,RU1,,,,,,,,,,,,
Strahinja Erakovic,SRB,DF,Zenit,23.0,22.0,19.0,1604.0,17.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.06,0.0,0.06,9.0,1.0,27.0,13.0,1.0,9.0,24.0,31.0,0.0,8.0,2.0,25.0,0.45,0.11,0.0,0.0,RU1,,,,,,,,,,,,
Nikita Ermakov,RUS,"MF,FW",Nizhny Novgorod,21.0,23.0,13.0,1200.0,13.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.6,0.0,24.0,9.0,4.0,7.0,13.0,15.0,0.0,10.0,6.0,60.0,0.75,0.45,0.0,0.0,RU1,,,,,,,,,,,,
Aleksandr Erokhin,RUS,MF,Zenit,34.0,20.0,0.0,257.0,2.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.7,0.0,0.7,0.7,0.7,0.25,0.0,6.0,3.0,1.0,3.0,2.0,1.0,0.0,14.0,6.0,42.9,4.9,2.1,0.14,0.33,RU1,,,,,,,,,,,,
Sherzod Esanov,UZB,MF,FK Akron Tolyatti,21.0,9.0,1.0,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,6.0,4.0,0.0,2.0,2.0,7.0,0.0,2.0,1.0,50.0,0.73,0.37,0.0,0.0,RU1,,,,,,,,,,,,
Joao Escoval,POR,DF,FK Akron Tolyatti,27.0,28.0,26.0,2295.0,25.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,0.9,0.0,32.0,6.0,2.0,3.0,26.0,25.0,0.0,9.0,2.0,22.2,0.35,0.08,0.22,1.0,RU1,,,,,,,,,,,,
Joel Fameyeh,GHA,FW,Rubin Kazan,27.0,3.0,1.0,108.0,1.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.83,0.0,0.83,0.0,0.0,0.75,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,50.0,1.67,0.83,0.0,0.0,RU1,,,,,,,,,,,,
Edgardo Farina,PAN,DF,FC Khimki,22.0,14.0,11.0,1079.0,12.0,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,0.25,0.0,0.25,0.25,0.25,1.0,0.0,14.0,8.0,1.0,2.0,19.0,17.0,0.0,11.0,4.0,36.4,0.92,0.33,0.27,0.75,RU1,,,,,,,,,,,,
Lucas Fasson,BRA,"DF,MF",Loko Moscow,23.0,11.0,10.0,935.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,5.0,0.0,4.0,8.0,11.0,0.0,5.0,1.0,20.0,0.48,0.1,0.0,0.0,RU1,,,,,,,,,,,,
Abbosbek Fayzullayev,UZB,"FW,MF",CSKA Moscow,20.0,27.0,20.0,1811.0,20.1,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,0.15,0.2,0.35,0.15,0.35,8.0,0.0,35.0,38.0,2.0,76.0,12.0,32.0,0.0,40.0,20.0,50.0,1.99,0.99,0.08,0.15,RU1,,,,,,,,,,,,
Dani Fernandez,ESP,DF,FC Khimki,27.0,20.0,20.0,1747.0,19.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,0.8,0.0,26.0,19.0,2.0,42.0,13.0,20.0,0.0,5.0,3.0,60.0,0.26,0.15,0.0,0.0,RU1,,,,,,,,,,,,
Roberto Fernandez,PAR,DF,Dynamo Mosc,24.0,20.0,19.0,1628.0,18.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.11,0.06,0.11,3.5,0.0,26.0,11.0,1.0,6.0,19.0,36.0,0.0,14.0,5.0,35.7,0.77,0.28,0.07,0.2,RU1,,,,,,,,,,,,
Oleksandr Filin,RUS,DF,FC Khimki,28.0,30.0,30.0,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,31.0,3.0,7.0,31.0,30.0,0.0,7.0,2.0,28.6,0.23,0.07,0.0,0.0,RU1,,,,,,,,,,,,
Gabriel Florentin,ARG,MF,Orenburg,25.0,4.0,4.0,265.0,2.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,0.0,0.68,1.5,0.0,3.0,5.0,0.0,9.0,1.0,5.0,0.0,9.0,2.0,22.2,3.06,0.68,0.0,0.0,RU1,,,,,,,,,,,,
Daniil Fomin,RUS,MF,Dynamo Mosc,27.0,26.0,23.0,2039.0,22.7,5.0,2.0,7.0,5.0,0.0,0.0,5.0,1.0,0.22,0.09,0.31,0.22,0.31,8.0,0.0,37.0,26.0,3.0,15.0,19.0,20.0,0.0,44.0,17.0,38.6,1.94,0.75,0.11,0.29,RU1,,,,,,,,,,,,
Albert Gabaraev,RUS,DF,Fakel Voronezh,26.0,3.0,2.0,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Abakar Gadzhiev,RUS,FW,D'mo Makhachkala,20.0,28.0,9.0,1003.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,0.6,0.0,25.0,14.0,1.0,47.0,10.0,16.0,0.0,27.0,5.0,18.5,2.42,0.45,0.04,0.2,RU1,,,,,,,,,,,,
Shamil Gadzhiev,RUS,MF,D'mo Makhachkala,19.0,2.0,0.0,7.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.86,0.0,12.86,12.86,12.86,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,38.57,12.86,0.33,1.0,RU1,,,,,,,,,,,,
Luka Gagnidze,GEO,MF,Dynamo Mosc,21.0,12.0,1.0,242.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.74,0.0,0.74,0.74,0.74,1.2,0.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,7.0,4.0,57.14,2.59,1.48,0.29,0.5,RU1,,,,,,,,,,,,
Adolfo Gaich,ARG,FW,CSKA Moscow,25.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,8.18,8.18,0.0,0.0,RU1,,,,,,,,,,,,
Milan Gajic,SRB,"MF,DF",CSKA Moscow,28.0,21.0,13.0,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,5.0,2.0,33.0,6.0,8.0,0.0,6.0,1.0,16.7,0.43,0.07,0.0,0.0,RU1,,,,,,,,,,,,
Thomas Galdames,CHI,DF,Samara,25.0,21.0,14.0,1249.0,13.9,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.22,0.14,0.36,0.22,0.36,2.0,0.0,18.0,14.0,0.0,82.0,10.0,15.0,0.0,15.0,6.0,40.0,1.08,0.43,0.2,0.5,RU1,,,,,,,,,,,,
Artur Galoyan,ARM,MF,FK Akron Tolyatti,25.0,7.0,0.0,188.0,2.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.48,0.48,0.96,0.48,0.96,0.5,0.0,3.0,3.0,0.0,19.0,1.0,5.0,0.0,8.0,3.0,37.5,3.83,1.44,0.13,0.33,RU1,,,,,,,,,,,,
Ilya Gaponov,RUS,DF,Samara,26.0,9.0,8.0,650.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Levi Garcia,TRI,"FW,MF",Spartak Moscow,26.0,11.0,5.0,628.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,12.0,0.0,11.0,11.0,3.0,5.0,0.0,1.0,0.0,26.0,10.0,38.5,3.73,1.43,0.04,0.1,RU1,,,,,,,,,,,,
Benjami­n Garre,ARG,MF,Samara,24.0,14.0,11.0,911.0,10.1,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.1,0.0,0.1,0.0,0.0,6.0,0.0,16.0,23.0,0.0,47.0,14.0,14.0,0.0,14.0,3.0,21.4,1.38,0.3,0.0,0.0,RU1,,,,,,,,,,,,
Yuri Gazinskiy,RUS,MF,Krasnodar,35.0,3.0,0.0,15.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,6.0,6.0,1.0,1.0,RU1,,,,,,,,,,,,
Nader Ghandri,TUN,DF,Akhmat Grozny,29.0,22.0,19.0,1717.0,19.1,3.0,0.0,3.0,2.0,1.0,2.0,10.0,0.0,0.16,0.0,0.16,0.1,0.1,0.9,0.0,27.0,29.0,3.0,6.0,33.0,17.0,0.0,29.0,11.0,37.9,1.52,0.58,0.07,0.18,RU1,,,,,,,,,,,,
Mohammed Ghorbani,IRN,MF,Orenburg,23.0,18.0,15.0,1354.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,1.3,0.0,21.0,12.0,2.0,4.0,13.0,17.0,0.0,22.0,5.0,22.7,1.46,0.33,0.05,0.2,RU1,,,,,,,,,,,,
Nikolai Giorgobiani,RUS,"MF,FW",Fakel Voronezh,27.0,16.0,3.0,538.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.33,0.17,0.5,0.33,0.5,0.5,0.0,6.0,16.0,2.0,38.0,2.0,4.0,0.0,10.0,5.0,50.0,1.67,0.84,0.2,0.4,RU1,,,,,,,,,,,,
Yaroslav Gladyshev,RUS,"MF,FW",Dynamo Mosc,21.0,28.0,19.0,1686.0,18.7,10.0,5.0,15.0,10.0,0.0,0.0,1.0,0.0,0.53,0.27,0.8,0.53,0.8,4.0,0.0,24.0,25.0,7.0,22.0,13.0,12.0,0.0,64.0,33.0,51.6,3.42,1.76,0.16,0.3,RU1,,,,,,,,,,,,
Dan Glazer,ISR,MF,Nizhny Novgorod,27.0,10.0,6.0,510.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,7.0,6.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Danil Glebov,RUS,MF,Rostov,24.0,27.0,26.0,2345.0,26.1,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.08,0.08,0.15,0.08,0.15,8.0,0.0,17.0,31.0,0.0,25.0,34.0,24.0,0.0,32.0,6.0,18.75,1.23,0.23,0.06,0.33,RU1,,,,,,,,,,,,
Kirill Glebov,RUS,FW,CSKA Moscow,18.0,15.0,4.0,444.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.41,0.2,0.41,1.5,0.0,10.0,10.0,1.0,6.0,6.0,6.0,0.0,11.0,5.0,45.5,2.23,1.01,0.09,0.2,RU1,,,,,,,,,,,,
Denis Glushakov,RUS,MF,FC Khimki,37.0,5.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,7.06,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Kirill Glushchenkov,RUS,MF,Nizhny Novgorod,24.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Maksim Glushenkov,RUS,MF,Zenit,25.0,20.0,18.0,1264.0,14.0,9.0,2.0,11.0,9.0,0.0,0.0,3.0,0.0,0.64,0.14,0.78,0.64,0.78,14.0,0.0,17.0,29.0,8.0,81.0,7.0,13.0,0.0,49.0,25.0,51.0,3.49,1.78,0.18,0.36,RU1,,,,,,,,,,,,
Nikita Glushkov,RUS,MF,D'mo Makhachkala,25.0,27.0,27.0,2330.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,30.0,37.0,1.0,13.0,73.0,39.0,0.0,10.0,1.0,10.0,0.39,0.04,0.0,0.0,RU1,,,,,,,,,,,,
Danila Godiaev,RUS,MF,Loko Moscow,20.0,10.0,7.0,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,11.0,0.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,0.17,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Leo Goglichidze,RUS,DF,Akhmat Grozny,27.0,4.0,2.0,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.0,2.0,1.0,4.0,1.0,8.0,0.0,2.0,0.0,0.0,0.89,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Cedric Gogoua,CIV,DF,FC Khimki,30.0,3.0,3.0,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RU1,,,,,,,,,,,,
Yegor Golenkov,RUS,FW,Rostov,25.0,25.0,10.0,1125.0,12.5,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,0.4,0.16,0.56,0.4,0.56,2.5,0.0,17.0,9.0,6.0,1.0,7.0,1.0,0.0,45.0,17.0,37.8,3.6,1.36,0.11,0.29,RU1,,,,,,,,,,,,
Petar Golubovic,SRB,"DF,MF",FC Khimki,30.0,16.0,9.0,886.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,0.35,0.0,14.0,12.0,0.0,14.0,17.0,9.0,0.0,5.0,1.0,20.0,0.51,0.1,0.0,0.0,RU1,,,,,,,,,,,,
Luciano Gondou,ARG,"FW,MF",Zenit,23.0,23.0,16.0,1408.0,15.6,10.0,1.0,11.0,10.0,0.0,0.0,3.0,0.0,0.64,0.06,0.7,0.64,0.7,12.0,0.0,20.0,28.0,6.0,12.0,6.0,15.0,0.0,50.0,22.0,44.0,3.2,1.41,0.2,0.45,RU1,,,,,,,,,,,,
Giovanni Gonzalez,URU,DF,Krasnodar,29.0,22.0,9.0,1043.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,14.0,14.0,0.0,34.0,20.0,16.0,0.0,6.0,0.0,0.0,0.52,0.0,0.0,0.0,RU1,,,,,,,,,,,,
